Key,Source,Context,Changes,English,French,German,Klingon,Spanish
tutorialTipQuest01_console,,Quest Info,KeyCon KgNone,"Dear Friend,\nThe wasteland can be an unforgiving place, and you look like you could use some help. Enclosed is a short guide to help you survive. If you complete it, we just might take in a new citizen. The White River Settlement, it's real and it's safe.\n Good Luck, Noah","Camarade,\nCes terres désolées sont sans merci et je pense que tu vas avoir besoin d'aide. Tu trouveras ci-joint un petit guide de survie. Si tu te débrouilles bien, tu rejoindras peut-être nos rangs. Le hameau de la Rivière blanche existe, et il est sûr.\nBonne chance, Noah","Lieber Freund!\nDas Ödland kann gnadenlos sein und du siehst aus, als könntest du etwas Hilfe gebrauchen. Anbei findest du eine kurze Anleitung, die dir beim Überleben hilft. Wenn du sie abschließt, nehmen wir vielleicht einen neuen Bürger auf. Die Siedlung von White River gibt es wirklich und sie ist sicher.\n Viel Glück! Noah",,"Querido/a amigo/a:\nEl páramo puede ser un sitio peligroso y parece que necesitas una mano. Encontrarás una pequeña guía adjunta para ayudarte a sobrevivir. Si la completas, puede que te aceptemos como un nuevo ciudadano. El asentamiento Río Blanco es real y seguro.\nBuena suerte, Noah."
requirementGroupFireaxe,,Requirement Group,KgNone,Usando um Machado,Tenir une hache de pompier,Feueraxt halten,,Sostener un hacha de incendio
requirementGroupShotgun,,Requirement Group,KgNone,Usando uma Escopeta,Tenir un fusil à pompe,Schrotflinte halten,,Sostener una escopeta
treasure_claude,,,KgNone,Mapa do Tesouro de Claude,La carte au trésor de Claude,Claudes Schatzkarte,,Mapa del tesoro de Claude
treasure_jennifer,,,KgNone,Mapa do Tesouro de Jennifer,La carte au trésor de Jennifer,Jennifers Schatzkarte,,Mapa del tesoro de Jennifer
treasure_nickole,,,KgNone,Mapa do Tesouro de Nickole,La carte au trésor de Nickole,Nickoles Schatzkarte,,Mapa del tesoro de Nickole
treasure_raphael,,,KgNone,Mapa do Tesouro de Raphael,La carte au trésor de Raphael,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
treasure_sarah,,,KgNone,Mapa do Tesouro de Sarah,La carte au trésor de Sarah,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
treasure_stephan,,,KgNone,Mapa do Tesouro de Stephan,La carte au trésor de Stephan,Stephans Schatzkarte,,Mapa del tesoro de Stephan
treasure_taylor,,,KgNone,Mapa do Tesouro de Taylor,La carte au trésor de Taylor,Taylors Schatzkarte,,Mapa del tesoro de Taylor
quest_WhiteRiverCitizen1_description_title,,Popup Tip,,Cidadão de White River,Citoyen de la Rivière blanche,Bürger von White River,,Ciudadano de Río Blanco
challenge_blitzdefense,,Challenge Info,,Defesa Blitz,,,,
challenge_blitzdefense_offer,,Challenge Info,,"E aí, lanchinho de zumbi,\nSe você encontrou esta nota, então já sabe que estamos te observando. Você chegou até aqui, então talvez não seja tão inútil no fim das contas. Podemos estar procurando alguém como você, se conseguir terminar esse desafio.\n\nCrazy J\n\nDesafio: Mate alguns jogadores de futebol zumbis",,,,
challenge_blitzdefense_subtitle,,Challenge Info,,Mate alguns jogadores de Futebol Americano Zumbis,,,,
challenge_givemeaz,,Challenge Info,,Me dê um Z,,,,
challenge_givemeaz_offer,,Challenge Info,,"Ei Canalha,\nVocê não encontrou essa nota por acidente. Estamos te observando há dias e achamos que você é um desperdício de oxigênio. Mas talvez se você provar a si mesmo terminando este desafio, então poderemos encontrar um bom uso para você.\n\nJake, 'Rei dos Loucos'' Crazy\n\nChallenge: Mate Líderes de Torcida Zumbis",,,,
challenge_givemeaz_subtitle,,Challenge Info,,Mate algumas Líderes de Torcida Zumbis,,,,
challenge_dishonorabledischarge,,Challenge Info,,Desoneração Desonrosa,,,,
challenge_dishonorabledischarge_offer,,Challenge Info,,"Para um idiota que agita todos os zumbis,\nContinuamos apostando sobre quanto tempo você vai sobreviver...e você nos surpreendeu. Há alguns zumbis irritantes que queremos que você dê um jeito. Caso você sobreviva, então podemos conversar sobre o que você pode fazer por nós.\n\nCray-J\n\nChallenge: Mate alguns Soldados Zumbis",,,,
challenge_dishonorabledischarge_subtitle,,Challenge Info,,Mate alguns Soldados Zumbis,,,,
challenge_cableguysnevermadeit,,Challenge Info,,Os Caras da TV à Cabo Nunca Fizeram Isso,,,,
challenge_cableguysnevermadeit_offer,,Challenge Info,,"Caro Otário,\nTenho certeza que você está ocupado com sua tentativa patética de sobreviver. Mas tenho uma proposta, termine essa tarefa para mim e você pode se juntar à gangue mais louca de Navezgane. Ou você pode tentar sobreviver por conta própria.\n\nCrazy 'Louco pra Cacete' Jake\n\nChallenge: Mate alguns Servidores Públicos Zumbis",,,,
challenge_cableguysnevermadeit_subtitle,,Challenge Info,,Mate alguns Servidores Públicos Zumbis,,,,
ObjectiveStayWithin_keyword,,Keywords,,Fique Dentro,,,,
challenge_starvingtourists,,Challenge Info,,Turistas Famintos,,,,
challenge_starvingtourists_offer,,Challenge Info,,"Viajante,\nO fato de você estar lendo esta nota não é um acidente. Meus rapazes estão te observando e estamos sempre procurando por novos recrutas que ainda estão no lado vivo das coisas. Mas antes de ficarmos amiguinhos, gostaríamos que você fizesse esta pequena coisa para vermos do que você é feito.\n\nEles me chamam de Crazy Jake\n\nChallenge: Mate alguns Turistas Perturbados.",,,,
challenge_starvingtourists_subtitle,,Challenge Info,,Mate alguns Turistas Perturbados,,,,
dialog_trader_statement_start,,Dialogs,New,"Olá amigo, como posso te ajudar?",,,,
dialog_trader_statement_background,,Dialogs,New,O que gostaria de saber?,,,,
dialog_trader_statement_navezgane,,Dialogs,New,"Condado de Navezgane, Arizona, um dos últimos verdadeiros Paraíso na Terra, onde as culturas ainda podem crescer, que é principalmente o território da Reserva Indígena Apache.",,,,
dialog_trader_statement_theduke,,Dialogs,New,"O homem mais poderoso em Navezgane antes da guerra era um Nativo Americano ambicioso e corrupto de Apache, chamado de 'Duke Cassadore' , que significa Guerreiro e Cacique em Apache.",,,,
dialog_trader_statement_cassadores,,Dialogs,New,A gangue de mercenários pessoal do Duke.,,,,
dialog_trader_statement_noah,,Dialogs,New,"O fundador do Posto Avançado dos Colonos de White River, Noah White enfrentou o Duke e agora está fugindo dos Cassadores.",,,,
dialog_trader_statement_currentjobs,,Dialogs,New,Tem algum desses trabalhos que te interessa?,,,,
dialog_trader_statement_nojobs,,Dialogs,New,Não tenho nenhum por agora.,,,,
dialog_trader_statement_admin,,Dialogs,New,Opções de Admin,,,,
dialog_trader_response_shop,,Dialogs,New,Posso ver seu inventário?,,,,
dialog_trader_response_jobsnone,,Dialogs,New,Tem algum trabalho pra mim?,,,,
dialog_trader_response_jobshave,,Dialogs,New,Tem algum trabalho pra mim?,,,,
dialog_trader_response_background,,Dialogs,New,Pode me dá uma informação?,,,,
dialog_trader_response_navezgane,,Dialogs,New,Navezgane?,,,,
dialog_trader_response_theduke,,Dialogs,New,O Duke?,,,,
dialog_trader_response_cassadores,,Dialogs,New,Os Cassadores?,,,,
dialog_trader_response_noah,,Dialogs,New,Noah Wright?,,,,
dialog_trader_response_whiteriveroutposts,,Dialogs,New,White River?,,,,
dialog_trader_response_nevermind,,Dialogs,New,Deixa pra lá.,,,,
dialog_trader_response_admin,,Dialogs,New,Opções de Admin,,,,
dialog_trader_response_restock,,Dialogs,New,Reabastecer Inventário,,,,
dialog_trader_response_resetquests,,Dialogs,New,Redefinir Missões,,,,
quest_tier1_clear,,Quest Info,New,Nível 1: Limpar,,,,
quest_tier2_clear,,Quest Info,New,Nível 2: Limpar,,,,
quest_tier3_clear,,Quest Info,New,Nível 3: Limpar,,,,
quest_tier4_clear,,Quest Info,New,Nível 4: Limpar,,,,
quest_tier5_clear,,Quest Info,New,Nível 5: Limpar,,,,
quest_tier6_clear,,Quest Info,New,Nível 6: Limpar,,,,
quest_tier1_fetch,,Quest Info,New,Nível 1: Trazer,,,,
quest_tier2_fetch,,Quest Info,New,Nível 2: Trazer,,,,
quest_tier3_fetch,,Quest Info,New,Nível 3: Trazer,,,,
quest_tier4_fetch,,Quest Info,New,Nível 4: Trazer,,,,
quest_tier5_fetch,,Quest Info,New,Nível 5: Trazer,,,,
quest_tier6_fetch,,Quest Info,New,Nível 6: Trazer,,,,
quest_tier2_hidden_cache,,Quest Info,New,Nível 2: Depósito Secreto,,,,
quest_tier3_hidden_cache,,Quest Info,New,Nível 3: Depósito Secreto,,,,
quest_tier4_hidden_cache,,Quest Info,New,Nível 4: Depósito Secreto,,,,
quest_tier5_hidden_cache,,Quest Info,New,Nível 5: Depósito Secreto,,,,
quest_tier6_hidden_cache,,Quest Info,New,Nível 6: Depósito Secreto,,,,
quest_tier2_fetch_clear,,Quest Info,New,Nível 2: Trazer / Limpar,,,,
quest_tier3_fetch_clear,,Quest Info,New,Nível 3: Trazer / Limpar,,,,
quest_tier4_fetch_clear,,Quest Info,New,Nível 4: Trazer / Limpar,,,,
quest_tier5_fetch_clear,,Quest Info,New,Nível 5: Trazer / Limpar,,,,
quest_tier6_fetch_clear,,Quest Info,New,Nível 6: Trazer / Limpar,,,,
quest_tier3_hidden_clear,,Quest Info,New,Nível 3: Depósito Secreto / Limpar,,,,
quest_tier4_hidden_clear,,Quest Info,New,Nível 4: Depósito Secreto / Limpar,,,,
quest_tier5_hidden_clear,,Quest Info,New,Nível 5: Depósito Secreto / Limpar,,,,
quest_tier6_hidden_clear,,Quest Info,New,Nível 6: Depósito Secreto / Limpar,,,,
quest_tier1_buried_supplies,,Quest Info,New,Nível 1: Suprimentos Enterrados,,,,
quest_clear_subtitle,,Quest Info,New,Limpar a Área,,,,
quest_fetch_subtitle,,Quest Info,New,Recuperar os Suprimentos,,,,
quest_hidden_cache_subtitle,,Quest Info,New,Encontrar os Suprimentos,,,,
quest_fetch_clear_subtitle,,Quest Info,New,Limpar a Área e Recuperar os Suprimentos,,,,
quest_hidden_clear_subtitle,,Quest Info,New,Limpar a Área e Encontrar os Suprimentos,,,,
quest_buried_supplies_subtitle,,Quest Info,New,Encontrar os Suprimentos Enterrados,,,,
quest_clear_description,,Quest Info,New,Vá para o [DECEA3]{poi.name}[-] e mate os zumbis. Esta localização pode ser útil para a nossa causa.,,,,
quest_fetch_description,,Quest Info,New,"Vá para o [DECEA3]{poi.name}[-] e recupere o carregamento. Cuidado, não sabemos o que tem lá.",,,,
quest_hidden_cache_description,,Quest Info,New,"Vá para o [DECEA3]{poi.name}[-] e encontre o carregamento escondido. Avance com cautela, nossos rapazes relataram ter visto zumbis na área.",,,,
quest_fetch_clear_description,,Quest Info,New,Vá para o [DECEA3]{poi.name}[-]. Mate todos os zumbis e recupere o carregamento.,,,,
quest_hidden_clear_description,,Quest Info,New,Vá para o [DECEA3]{poi.name}[-]. Extermine todos os zumbis e encontre o carregamento escondido.,,,,
quest_buried_supplies_description,,Quest Info,New,"Vá para a localização marcada e desenterre os suprimentos enterrados. A localização marcada pode não ser totalmente precisa. Depois de encontrá-lo, recupere os suprimentos e fique com o resto.",,,,
quest_treasure_description,,Quest Info,New,Vá para a localização marcada e e desenterre o tesouro enterrado. A localização marcada pode não ser totalmente precisa. Feliz caça ao tesouro!,,,,
quest_clear_statement,,Quest Info,New,Exterminar os zumbis na área.,,,,
quest_fetch_statement,,Quest Info,New,Trazer de volta o carregamento.,,,,
quest_hidden_cache_statement,,Quest Info,New,Encontrar o carregamento perdido.,,,,
quest_fetch_clear_statement,,Quest Info,New,Trazer de volta o carregamento e destruir aqueles zumbis.,,,,
quest_hidden_clear_statement,,Quest Info,New,Encontrar o carregamento e exterminar os zumbis.,,,,
quest_buried_supplies_statement,,Quest Info,New,Encontrar os suprimentos enterrados.,,,,
quest_clear_response,,Quest Info,New,Matar os Zumbis ([DECEA3]{poi.distance}[-]),,,,
quest_fetch_response,,Quest Info,New,Trazer ([DECEA3]{poi.distance}[-]),,,,
quest_hidden_cache_response,,Quest Info,New,Depósito Secreto ([DECEA3]{poi.distance}[-]),,,,
quest_fetch_clear_response,,Quest Info,New,Trazer / Limpar ([DECEA3]{poi.distance}[-]),,,,
quest_hidden_clear_response,,Quest Info,New,Depósito Secreto e Matar ([DECEA3]{poi.distance}[-]),,,,
quest_buried_supplies_response,,Quest Info,New,Suprimentos Enterrados ([DECEA3]{treasure.distance}[-]),,,,
quest_clear_completion,,Quest Info,New,"Bem, serei bem sincero. Você realmente conseguiu sair dessa num aperto. Obrigado por matar todos aqueles zumbis. Aqui está o que eu te devo.",,,,
quest_fetch_completion,,Quest Info,New,"Bem, serei bem sincero. Você realmente conseguiu sair dessa num aperto. Obrigado por recuperar esses suprimentos. Aqui está o que eu te devo.",,,,
quest_hidden_cache_completion,,Quest Info,New,"Bem, serei bem sincero. Você realmente conseguiu sair dessa num aperto. Obrigado por encontrar esse depósito. Aqui está o que eu te devo.",,,,
quest_fetch_clear_completion,,Quest Info,New,"Bem, serei bem sincero. Você realmente conseguiu sair dessa num aperto. Obrigado por matar esses zumbis e recuperar os suprimentos. Aqui está o que eu te devo.",,,,
quest_hidden_clear_completion,,Quest Info,New,"Bem, serei bem sincero. Você realmente conseguiu sair dessa num aperto. Obrigado por matar esses zumbis e encontrar as mercadorias. Aqui está o que eu te devo.",,,,
quest_buried_supplies_completion,,Quest Info,New,"Bem, serei bem sincero. Você realmente conseguiu sair dessa num aperto. Obrigado por desenterrar esses suprimentos. Aqui está o que eu te devo.",,,,
quest_tier1_clear_offer,,Quest Info,New,Vá provar que você tem o que é preciso para fazer parte dos Corredores de White River. Precisamos que você extermine os zumbis no [DECEA3]{poi.name}[-].,,,,
quest_tier2_clear_offer,,Quest Info,New,"Está pronto para mais, hein? Bem, este será um pouco mais difícil, mas tenho certeza que você conseguirá. Vá matar todos os zumbis no [DECEA3]{poi.name}[-].",,,,
quest_tier3_clear_offer,,Quest Info,New,"Você fez um ótimo trabalho na última limpeza, mas dessa vez pode ser um pouco mais complicado. Tenho certeza que pode dar conta disso. Vá exterminar os zumbis no [DECEA3]{poi.name}[-].",,,,
quest_tier4_clear_offer,,Quest Info,New,Você sabe o que fazer. Vá exterminar todos os zumbis no [DECEA3]{poi.name}[-].,,,,
quest_tier5_clear_offer,,Quest Info,New,"Isso é muito importante para White River, então eu decidi mandar a melhor pessoa para o trabalho, infelizmente essa pessoa não está disponível, então eu vou ter que mandar você mesmo. Vá massacrar os zumbis no [DECEA3]{poi.name}[-].",,,,
quest_tier6_clear_offer,,Quest Info,New,"Este pode ser um trabalho mais difícil ainda, mas sei que posso contar com você. Vá acabar com os zumbis no [DECEA3]{poi.name}[-]. Boa sorte.",,,,
quest_tier1_fetch_offer,,Quest Info,New,Um de nossos agentes teve que esconder carregamento em [DECEA3]{poi.name}[-]. Vá recuperar o carregamento e devolva ele para mim.,,,,
quest_tier2_fetch_offer,,Quest Info,New,Meus homens tiveram problemas e tiveram que esconder seus suprimentos em [DECEA3]{poi.name}[-]. Vá buscar as mercadorias e devolva-as para mim.,,,,
quest_tier3_fetch_offer,,Quest Info,New,Os rapazes deixaram seu carregamento em [DECEA3]{poi.name}[-]. Eu agradeceria se você pudesse me devolver.,,,,
quest_tier4_fetch_offer,,Quest Info,New,Um de nossos outros postos avançados deixou alguns suprimentos em [DECEA3]{poi.name}[-]. Lhe recompensarei se puder recuperá-los por mim.,,,,
quest_tier5_fetch_offer,,Quest Info,New,"Alguns dos nossos homens desapareceram numa busca por suprimentos em [DECEA3]{poi.name}[-]. Temo pelo pior, mas eu realmente preciso dos suprimentos. Pode cuidar disso para mim?",,,,
quest_tier6_fetch_offer,,Quest Info,New,"Recebemos uma dica sobre alguns suprimentos deixados em [DECEA3]{poi.name}[-]. Esta será a busca por suprimentos mais difícil que daremos a você. Ganhe o seu pão, contamos com você.",,,,
quest_tier2_hidden_cache_offer,,Quest Info,New,Nossos agentes testemunharam um dos subordinados de Cassadore escondendo um carregamento em [DECEA3]{poi.name}[-]. Encontre o carregamento e traga de volta para mim.,,,,
quest_tier3_hidden_cache_offer,,Quest Info,New,Ouvimos dizer que um dos homens do Duke escondeu um carregamento especial em [DECEA3]{poi.name}[-]. Eu agradeceria se pudesse trazê-lo de volta para mim.,,,,
quest_tier4_hidden_cache_offer,,Quest Info,New,Alguns dos lacaios do Duke roubaram alguns dos nossos suprimentos e os esconderam em [DECEA3]{poi.name}[-]. Lhe recompensarei se você recuperá-los.,,,,
quest_tier5_hidden_cache_offer,,Quest Info,New,"Alguns dos nossos homens desapareceram tentando proteger alguns suprimentos roubados em [DECEA3]{poi.name}[-]. Tememos o pior para os nossos homens, mas realmente precisamos desses suprimentos. Poderia investigar isso para mim?",,,,
quest_tier6_hidden_cache_offer,,Quest Info,New,Temos uma boa dica de que alguns suprimentos do Duke estão escondidos em [DECEA3]{poi.name}[-]. Esta será uma das tarefas mais difíceis que já lhe mandamos. Estamos realmente contando com você. Boa sorte.,,,,
quest_tier2_fetch_clear_offer,,Quest Info,New,Um de nossos Corredores teve que esconder seu carregamento em [DECEA3]{poi.name}[-]. Vá exterminar os zumbis e recuperar o carregamento.,,,,
quest_tier3_fetch_clear_offer,,Quest Info,New,Um dos rapazes estava sendo invadido por zumbis durante uma busca por suprimentos. Me disseram que o carregamento está pode ser encontrado em [DECEA3]{poi.name}[-]. Vá massacrar os zumbis e recuperar as mercadorias.,,,,
quest_tier4_fetch_clear_offer,,Quest Info,New,Precisamos recuperar nossos suprimentos em [DECEA3]{poi.name}[-]. Sabemos onde eles os esconderam. Vá matar os zumbis e recuperar os suprimentos.,,,,
quest_tier5_fetch_clear_offer,,Quest Info,New,"Esta será uma missão complicada para você, mas tenho certeza que você pode dar conta disso. Um dos nossos companheiros escondeu suprimentos dentro do [DECEA3]{poi.name}[-]. Sabemos onde os suprimentos estão. Nós simplesmente precisamos que você extermine os zumbis e ganhar o seu pão.",,,,
quest_tier6_fetch_clear_offer,,Quest Info,New,"Um dos nossos irmãos foi emboscado e teve que deixar um importante carregamento para trás, em [DECEA3]{poi.name}[-]. Esta será uma missão incrivelmente difícil. Você pode querer recrutar alguns amigos. Vá matar todos os zumbis e recuperar as mercadorias.",,,,
quest_tier3_hidden_clear_offer,,Quest Info,New,Um de nossos mensageiros roubou suprimentos do Duke que estávamos desesperadamente precisando e os escondeu em [DECEA3]{poi.name}[-]. Vá matar todos os zumbis e encontre o carregamento escondido.,,,,
quest_tier4_hidden_clear_offer,,Quest Info,New,Recebemos a notícia de que um dos Cassadores escondeu suprimentos em [DECEA3]{poi.name}[-]. Vá exterminar com os zumbis e encontrar o carregamento escondido.,,,,
quest_tier5_hidden_clear_offer,,Quest Info,New,Esta será uma missão difícil. Rastreamos um dos capangas do Duke em [DECEA3]{poi.name}[-] e sabemos que eles tinham um carregamento valioso com eles. Vá exterminar os zumbis e encontre o carregamento escondido.,,,,
quest_tier6_hidden_clear_offer,,Quest Info,New,"Alguns diriam que essa missão é impossível, mas eles nunca o viram em ação. Temos certeza de que há suprimentos do Duke em [DECEA3]{poi.name}[-]. Você deve encontrar os suprimentos escondidos e massacrar a ameaça zumbi.",,,,
quest_tier1_buried_supplies_offer,,Quest Info,New,"Um dos meus mensageiros teve um pequeno contratempo com um lacaio de Cassadore. Ele conseguiu despistá-lo, mas teve que enterrar o carregamento. Estou interessado apenas nos nossos suprimentos, você pode ficar o resto do saque. Fique sabendo que este mensageiro é meio burro, então a marca no mapa pode estar um pouco errada. Não esqueça que você vai precisar de uma pá.",,,,
quest_tier1_complete,,Quest Info,New,Nível 1 Concluído,,,,
quest_tier2_complete,,Quest Info,New,Nível 2 Concluído,,,,
quest_tier3_complete,,Quest Info,New,Nível 3 Concluído,,,,
quest_tier4_complete,,Quest Info,New,Nível 4 Concluído,,,,
quest_tier5_complete,,Quest Info,New,Nível 5 Concluído,,,,
quest_tier6_complete,,Quest Info,New,Nível 6 Concluído,,,,
quest_tier1_complete_description,,Quest Info,New,Recompensa especial para desbloquear as missões de nível [DECEA3]2[-].,,,,
quest_tier2_complete_description,,Quest Info,New,Recompensa especial para desbloquear as missões de nível [DECEA3]3[-].,,,,
quest_tier3_complete_description,,Quest Info,New,Recompensa especial para desbloquear as missões de nível [DECEA3]4[-].,,,,
quest_tier4_complete_description,,Quest Info,New,Recompensa especial para desbloquear as missões de nível [DECEA3]5[-].,,,,
quest_tier5_complete_description,,Quest Info,New,Recompensa especial para desbloquear as missões de nível [DECEA3]6[-].,,,,
quest_tier6_complete_description,,Quest Info,New,Recompensa especial para completar todos os níveis de missões.,,,,
quest_tier_complete_competion,,Quest Info,New,OBRIGADO SOBREVIVENTE POR FINALIZAR ALGUMAS DAS TAREFAS PARA MIM. AQUI ESTÁ SUA RECOMPENSA POR TODO O SEU TRABALHO DURO. VOLTE AMANHÃ E EU TEREI ALGUNS TRABALHOS MAIS DIFÍCEIS PARA VOCÊ QUE DEVEM SER MAIS RECOMPENSADORES.,,,,
quest_tier6_complete_competion,,Quest Info,New,OBRIGADO SOBREVIVENTE POR FINALIZAR ALGUMAS DAS TAREFAS PARA MIM. AQUI ESTÁ SUA RECOMPENSA POR TODO O SEU TRABALHO DURO. NÃO TEMOS MISSÕES MAIS DIFÍCEIS PARA VOCÊ AGORA.,,,,
